date,games,correct_games,daily_accuracy_pct,cum_games,cum_correct_games,cumulative_accuracy_pct
2026-09-16,15,7,46.666666666666664,15,7,46.666666666666664
2026-09-17,9,8,88.88888888888889,24,15,62.5
2026-09-18,15,6,40.0,39,21,53.84615384615385
2026-09-19,15,12,80.0,54,33,61.111111111111114
2026-09-20,15,11,73.33333333333333,69,44,63.768115942028984
