date,bets,wins,stake,daily_profit_loss,losses,daily_roi_pct,cumulative_bets,cumulative_wins,cumulative_losses,cumulative_stake,cumulative_profit_loss,cumulative_roi_pct
2026-09-20,2,2,200.0,80.52,0,40.26,2,2,0,200.0,80.52,40.26
